x,y,u_exact,u_noisy
-1.0,-1.0,0.0,0.0
-0.8571428571428572,-1.0,-0.2653061224489794,-0.2784385260104059
-0.7142857142857143,-1.0,-0.4897959183673469,-0.44704956108145744
-0.5714285714285714,-1.0,-0.6734693877551021,-0.6244656521161978
-0.4285714285714286,-1.0,-0.8163265306122449,-0.8314089480080722
-0.2857142857142858,-1.0,-0.9183673469387754,-1.0081891943699768
-0.1428571428571429,-1.0,-0.979591836734694,-0.9026913568857485
0.0,-1.0,-1.0,-1.0807457874749258
0.1428571428571428,-1.0,-0.979591836734694,-1.000682671288946
0.2857142857142856,-1.0,-0.9183673469387756,-0.8719578969698563
0.4285714285714284,-1.0,-0.816326530612245,-0.8517320997395367
0.5714285714285714,-1.0,-0.6734693877551021,-0.6105613874106053
0.7142857142857142,-1.0,-0.489795918367347,-0.5230765032525355
0.857142857142857,-1.0,-0.2653061224489799,-0.2430075288259825
1.0,-1.0,0.0,0.0
-1.0,-0.8571428571428572,0.2653061224489794,0.2733850878466975
-0.8571428571428572,-0.8571428571428572,0.0,0.0
-0.7142857142857143,-0.8571428571428572,-0.2244897959183674,-0.22802406292945174
-0.5714285714285714,-0.8571428571428572,-0.4081632653061226,-0.3736788549063951
-0.4285714285714286,-0.8571428571428572,-0.5510204081632655,-0.5878560099972782
-0.2857142857142858,-0.8571428571428572,-0.653061224489796,-0.7041488304376711
-0.1428571428571429,-0.8571428571428572,-0.7142857142857144,-0.7442195265226346
0.0,-0.8571428571428572,-0.7346938775510206,-0.6631620081828677
0.1428571428571428,-0.8571428571428572,-0.7142857142857144,-0.6497279279150017
0.2857142857142856,-0.8571428571428572,-0.6530612244897962,-0.7053417239096418
0.4285714285714284,-0.8571428571428572,-0.5510204081632656,-0.5661831032669449
0.5714285714285714,-0.8571428571428572,-0.4081632653061226,-0.4293897511573198
0.7142857142857142,-0.8571428571428572,-0.2244897959183676,-0.22135988309940113
0.857142857142857,-0.8571428571428572,-4.440892098500626e-16,-4.546967488244033e-16
1.0,-0.8571428571428572,0.2653061224489794,0.2463435249940065
-1.0,-0.7142857142857143,0.4897959183673469,0.4520676274130431
-0.8571428571428572,-0.7142857142857143,0.2244897959183674,0.24628233949203818
-0.7142857142857143,-0.7142857142857143,0.0,0.0
-0.5714285714285714,-0.7142857142857143,-0.1836734693877551,-0.191634129834454
-0.4285714285714286,-0.7142857142857143,-0.3265306122448979,-0.3094661149339354
-0.2857142857142858,-0.7142857142857143,-0.4285714285714285,-0.4169775332924632
-0.1428571428571429,-0.7142857142857143,-0.4897959183673469,-0.4791708071117425
0.0,-0.7142857142857143,-0.5102040816326531,-0.5371497160001705
0.1428571428571428,-0.7142857142857143,-0.489795918367347,-0.5046964121214268
0.2857142857142856,-0.7142857142857143,-0.4285714285714286,-0.4586928255091826
0.4285714285714284,-0.7142857142857143,-0.3265306122448981,-0.3426428319015543
0.5714285714285714,-0.7142857142857143,-0.1836734693877551,-0.1992748844654459
0.7142857142857142,-0.7142857142857143,-1.1102230246251563e-16,-1.191295794434002e-16
0.857142857142857,-0.7142857142857143,0.224489795918367,0.23304577499935109
1.0,-0.7142857142857143,0.4897959183673469,0.4482105883466605
-1.0,-0.5714285714285714,0.6734693877551021,0.6179561195558061
-0.8571428571428572,-0.5714285714285714,0.4081632653061226,0.38984773301521825
-0.7142857142857143,-0.5714285714285714,0.1836734693877551,0.17707049460850005
-0.5714285714285714,-0.5714285714285714,0.0,0.0
-0.4285714285714286,-0.5714285714285714,-0.1428571428571428,-0.13963175378216594
-0.2857142857142858,-0.5714285714285714,-0.2448979591836734,-0.2380428396189159
-0.1428571428571429,-0.5714285714285714,-0.3061224489795918,-0.30938651151354807
0.0,-0.5714285714285714,-0.3265306122448979,-0.3529218592572056
0.1428571428571428,-0.5714285714285714,-0.3061224489795918,-0.3275009929877396
0.2857142857142856,-0.5714285714285714,-0.2448979591836735,-0.22690655900170528
0.4285714285714284,-0.5714285714285714,-0.142857142857143,-0.1313906267440034
0.5714285714285714,-0.5714285714285714,0.0,0.0
0.7142857142857142,-0.5714285714285714,0.183673469387755,0.17243509451588065
0.857142857142857,-0.5714285714285714,0.4081632653061222,0.3989462327218409
1.0,-0.5714285714285714,0.6734693877551021,0.6597927690122074
-1.0,-0.4285714285714286,0.8163265306122449,0.8735969522948102
-0.8571428571428572,-0.4285714285714286,0.5510204081632655,0.5798931383862821
-0.7142857142857143,-0.4285714285714286,0.3265306122448979,0.3464069386394471
-0.5714285714285714,-0.4285714285714286,0.1428571428571428,0.15412141388106312
-0.4285714285714286,-0.4285714285714286,0.0,0.0
-0.2857142857142858,-0.4285714285714286,-0.1020408163265306,-0.09593651570824288
-0.1428571428571429,-0.4285714285714286,-0.163265306122449,-0.17311488072932038
0.0,-0.4285714285714286,-0.1836734693877551,-0.17681225348100582
0.1428571428571428,-0.4285714285714286,-0.163265306122449,-0.1611798195736956
0.2857142857142856,-0.4285714285714286,-0.1020408163265307,-0.10707189439090953
0.4285714285714284,-0.4285714285714286,-1.9428902930940242e-16,-1.8859390871549802e-16
0.5714285714285714,-0.4285714285714286,0.1428571428571428,0.1361760602949689
0.7142857142857142,-0.4285714285714286,0.3265306122448978,0.298185705601915
0.857142857142857,-0.4285714285714286,0.551020408163265,0.5681321010337298
1.0,-0.4285714285714286,0.8163265306122449,0.803879798569783
-1.0,-0.2857142857142858,0.9183673469387754,0.8859264334145084
-0.8571428571428572,-0.2857142857142858,0.653061224489796,0.6768479596401644
-0.7142857142857143,-0.2857142857142858,0.4285714285714285,0.39875464871767685
-0.5714285714285714,-0.2857142857142858,0.2448979591836734,0.2596243821332363
-0.4285714285714286,-0.2857142857142858,0.1020408163265306,0.11026028967546705
-0.2857142857142858,-0.2857142857142858,0.0,0.0
